filename,question_1a_health_policy,question_1a_confidence,question_1a_explanation,question_1b_ghpl_categories,question_1b_confidence,question_1b_explanation,metadata_extracted,title,doc_type,health_topic,creator,year,country,language,governance_level,overall_confidence,metadata_completeness,processing_time_seconds,processed,error_message
214-11A.pdf,True,0.95,This is a report produced by the U.S. Department of Health and Human Services / Centers for Disease Control and Prevention / National Institute for Occupational Safety and Health (NIOSH). It is an official government occupational health agency document (NIOSH survey/assessment).,False,0.9,"The document is an in-depth survey/assessment (control technology assessment and sampling results) of welding operations — a technical evaluation/report. It does not present a formal policy, law, national strategy, national control plan, action plan, or evidence-based clinical/public health guideline, so it does not fit any of the six GHPL categories.",False,,,,,,,,,,,28.61,True,
IIDPR023-CPR-Requirements-Rev-6-15-12.pdf,True,0.95,"Document is issued by the State of Connecticut Department of Developmental Services (a government agency), contains formal approved policy/procedure language and sets employee health/safety training requirements—i.e., an authoritative government health-related source.",True,0.85,"This is an official departmental policy/procedure that defines requirements, responsibilities, effective dates and implementation steps for CPR/AED certification for staff. It functions as a formal policy statement by a government body rather than a law, national strategy, control plan, action plan, or evidence synthesis guideline.",True,Cardio-Pulmonary Resuscitation Requirements,Policy,Cardiovascular Health,Agency,2012,United States,English,Regional,0.98,1.0,109.01,True,
My-heart-action-plan.pdf,False,0.95,"The document shows an HMSA logo (Hawaii Medical Service Association), a commercial health insurer, and is a patient-facing 'My heart action plan' handout. It is educational/self-management material rather than a formal product from a government agency, WHO/UN, national public health institute, or professional society issuing policy.",False,0.95,"The content is a patient education/self-management checklist (medication list, green/yellow/red symptom zones and actions). It does not contain high-level policy, legal text, national strategy, disease control plan, implementation action plan for a health program, or a systematically developed clinical guideline—so it does not fit any of the six GHPL categories.",False,,,,,,,,,,,16.57,True,
Tech2011.01.pdf,True,0.95,"This is a technical report from the Surveillance Research Program, National Cancer Institute (NCI), which is part of the U.S. National Institutes of Health — a federal government health authority. The document is therefore from an authoritative government health source.",False,0.95,"The content is a methodological/technical research report on methods to estimate relative survival using SEER data. It presents analyses, tables, and software implementation details, not a policy, law, national strategy, control plan, implementation action plan, or clinical/public-health guideline. Therefore it does not fit any of the six GHPL categories.",False,,,,,,,,,,,63.96,True,
Antimicrobial_Resistance_Background_Document.pdf,True,0.98,"This document is published by the National Department of Health, Republic of South Africa (official logo/letterhead and a foreword signed by the Director‑General appear), so it originates from an authoritative government health source.",False,0.92,"The file is a background/situational analysis on antimicrobial resistance (summaries of global and national situation, drivers, surveillance, strengths/weaknesses and existing activities). It does not state a formal national policy/strategy with goals and roles, is not a legal instrument, does not provide a focused national control plan or implementation action plan with timelines/responsibilities, nor is it an evidence‑based clinical guideline. Therefore it does not fit any of the six GHPL categories.",False,,,,,,,,,,,28.2,True,
Food-portions-a4.pdf,False,0.9,"The document is an educational brochure produced by the Heart Foundation (logo visible) providing practical advice on food portion sizes. The Heart Foundation is an NGO/charity, not a government ministry, national public health institute, or professional regulatory body. It appears to be public education material rather than an official government or statutory health policy document.",False,0.95,"Content and format are a patient/public education leaflet (portion-size tips), not a formal policy, law, national strategy, national control plan, action plan, or evidence-based clinical/public-health guideline. It lacks formal approval language, regulatory/legal text, implementation timelines, or systematic evidence-review structure required for GHPL categories.",False,,,,,,,,,,,28.97,True,
Golf-2023.pdf,False,0.85,"This is a charity/event programme and promotional brochure produced by the Singapore Heart Foundation (an NGO). It contains event information, messages from foundation leaders, sponsor acknowledgements, and public education/promotion (e.g., AED app info), but it is not a government policy, regulatory instrument, national health authority directive, or an official professional society standard-setting document.",False,0.9,"The content is an event programme/brochure and public outreach material (tournament schedule, sponsor lists, messages). It does not contain policy goals, legal/regulatory text, a national health strategy, a disease control plan, an implementation/action plan, or evidence-based clinical/public-health guidelines, so it does not match any of the six GHPL categories.",False,,,,,,,,,,,32.32,True,
Hp2020_cancer_genomics_progress_review_agenda.pdf,True,0.95,"This is an official Healthy People 2020 Progress Review agenda produced by U.S. federal health agencies (HHS Assistant Secretary for Health, CDC/NCHS, NCI, AHRQ, etc.), so it originates from authoritative government/public health sources.",False,0.9,"The content is a meeting agenda/program (progress review schedule and speaker list). It is a presentation/meeting document, not a policy, law, national strategy, national control plan, action plan, or evidence-based clinical/public health guideline.",False,,,,,,,,,,,25.34,True,
Final20Targets20aligned20with20Provincial20APP20Targets202017-18_21April2017.pdf,True,0.95,"This is an official planning document produced by the National Department of Health (South Africa) in coordination with Provincial Departments of Health. It references the National Health Act, TechNHC, Provincial APPs and sets national/provincial performance targets and indicators for the MTEF period (2017/18–2019/20), indicating an authoritative government source.",True,0.9,"The document is an integrated annual national health plan with nationwide strategic targets and indicators (it even states it can be considered the Annual National Health Plan by the National Health Council). This fits the GHPL category 'National Health Strategy' (national health plan/strategic plan) rather than a law, technical guideline, or mere data brief.",True,National and Provincial Priority Indicator Targets for MTEF 2017/18 to 2019/20 (Aligned with published Provincial APPs),Action Plan,,Ministry,2017,South Africa,English,National,0.883,0.875,582.21,True,
Health_Communication_and_Literacy.pdf,False,0.95,"Published by The Centre for Literacy (a non-governmental literacy organization in Quebec). The document is an annotated bibliography/resource list, not issued by a government health agency, national public health institute, ministry, or professional medical society that sets policy.",False,0.95,"This is a bibliography and collection of articles/resources about health communication and literacy. It does not contain formal policy statements, laws/regulations, a national health strategy or control plan, an implementation action plan, or evidence-based clinical guidelines—so it does not match any of the six GHPL categories.",False,,,,,,,,,,,26.26,True,
CCS_Cardiorenal_Eng_Final.pdf,True,0.95,Document is published by the Canadian Cardiovascular Society (a national professional medical society that issues clinical standards/guidance) and contains clinical recommendations for use of GLP-1 receptor agonists and SGLT2 inhibitors for cardiorenal risk reduction aimed at healthcare providers.,True,0.95,"This is a clinical practice guideline (a summary of the 2022 CCS Guideline) providing evidence-based recommendations for clinical care, so it fits the GUIDELINE category.",True,Cardiorenal Risk Reduction in Adults: Summary for Healthcare Providers,Health Guideline,Cardiovascular Health,Society,2022,Canada,English,National,1.0,1.0,105.74,True,
Mm6910a1-H.pdf,True,0.98,"This document is an MMWR (Morbidity and Mortality Weekly Report) article published by the U.S. Centers for Disease Control and Prevention (CDC), a federal public health agency. MMWR is an official government public-health publication reporting surveillance and analysis, so it is from an authoritative health source.",False,0.95,"The content is an analytical surveillance/report article presenting data on colorectal cancer screening prevalence and discussion of public-health implications. It does not constitute a formal policy, law, national health strategy, national control plan, implementation/action plan, or an evidence-based clinical/public-health guideline, so it does not fit any of the six GHPL categories.",False,,,,,,,,,,,25.74,True,
Strategic20plan20campaign20on20accelerated20reduction20of20maternal20and20child20mortality20in20africa.pdf,True,0.95,"This is an official document produced by the Republic of South Africa Department of Health (logo, contact details, and ministry formatting present). It is a government-issued strategic plan addressing maternal and child mortality, therefore from an authoritative national health source.",True,0.9,"The document is a nationally driven strategic plan/campaign with goals, objectives, targets, implementation actions and expected outcomes specifically focused on reducing maternal and child mortality. This matches the GHPL definition of a National Control Plan (a strategic plan addressing a specific health problem).",True,South Africa’s National Strategic Plan for a Campaign on Accelerated Reduction of Maternal and Child Mortality in Africa (CARMMA),Action Plan,,Ministry,,South Africa,English,National,0.853,0.75,321.08,True,
Papua-New-Guinea-EAST-ASIA-AND-PACIFIC-P110959-PNG-Productive-Partnerships-in-Agriculture-Procurement-Plan_6.pdf,False,0.95,"This is a procurement plan for the PNG Productive Partnerships in Agriculture project (World Bank loan/credit/TF), listing works, goods, and consultancy packages for agricultural agencies (Cocoa Board, Coffee Industry Corporation, Department of Agriculture). It is not produced by a health ministry, public health institute, or other authoritative health body and contains no health policy, law, strategy, control plan, action plan or clinical/public-health guideline content.",False,0.95,"The document is a project procurement/implementation plan (procurement schedule and contract status) for an agriculture sector project. It does not contain a national policy, law, national health strategy, disease control plan, implementation/action plan for health, or clinical/public-health guidelines — therefore it does not fit any of the six GHPL categories.",False,,,,,,,,,,,41.06,True,
May_15_2017.pdf,False,0.96,"This document is minutes from the Academic Council of the School of Graduate Studies at Memorial University of Newfoundland describing curriculum changes, course approvals, and administrative matters. It originates from a university (an academic institution) and not from a government health authority, ministry, national public health institute, or professional medical society with policy-setting mandate.",False,0.95,"Content is meeting minutes and academic program/curriculum administration (course listings, calendar revisions, special topics approvals). It does not present a formal policy, law, national health strategy, disease control plan, implementation/action plan, or evidence-based clinical/public-health guideline.",False,,,,,,,,,,,25.67,True,
NATIONAL-GUIDELINES-FOR-HEALTH-Final.pdf,True,0.95,"This is an official national document produced by the Government of Ghana (Ministry of Health in collaboration with the Ministry of Environment, Science, Technology & Innovation). It includes ministerial forewords, government seals/logos, and references to national agencies (EPA, GHS) and UN partners (WHO, UNDP), indicating an authoritative health/public-sector source.",True,0.95,"The document is a national-level 'Guideline' on health care waste management: it provides standard operating procedures, recommendations for practice, training requirements, implementation arrangements and monitoring — matching the GHPL definition of GUIDELINE (formal advisory/operational guidance developed by health authorities).",True,National Guidelines for Health Care Waste Management in Ghana,Health Guideline,,Ministry,2020,Ghana,English,National,0.941,0.875,132.41,True,
Ccdrv50i78a04-eng.pdf,True,0.95,"This piece is published in the Canada Communicable Disease Report (CCDR), which is produced by the Public Health Agency of Canada and contains authors affiliated with Alberta Health Services and funded by Alberta Health. It is therefore from an official government / national public health source.",False,0.95,"The document is a peer‑reviewed rapid literature review / research article summarizing evidence on social capital interventions for HPV vaccination and cervical cancer screening. It does not present a formal policy, law, national health strategy, national control plan, implementation/action plan, or an evidence‑based clinical/public health guideline.",False,,,,,,,,,,,31.17,True,
2024-isd-job-aid-scdm-menb-508-remediated.pdf,True,0.95,"This is from the U.S. Centers for Disease Control and Prevention (CDC), National Center for Immunization and Respiratory Diseases — a national government public health agency and authoritative source for immunization policy and clinical recommendations.",True,0.85,"The document provides formal clinical recommendations about meningococcal B vaccination (who should receive it, dosing, contraindications) and is an official CDC guidance/fact-sheet for clinicians about shared clinical decision-making. It functions as a clinical guideline/advisory on vaccination practice.",True,Shared Clinical Decision-Making: Meningococcal B Vaccination,Health Guideline,,Agency,2024,United States,English,National,0.899,0.875,126.44,True,
AHA_Tobacco-Free_Schools_Toolkit.pdf,True,0.95,"This document is produced by the American Heart Association, a major professional health association (national-level authoritative health organization) and provides public-health oriented guidance and resources on tobacco-free school policy and cessation supports.",False,0.9,"This is a toolkit / implementation resource (sample policy language, checklists, communications templates, program recommendations) for schools — an educational/implementation tool rather than a formal policy, law, national strategy, control plan, action plan with timelines/responsibilities, or a systematically developed clinical/public health guideline. It does not meet the GHPL definitions for Policy, Law, National Health Strategy, National Control Plan, Action Plan, or Guideline.",False,,,,,,,,,,,28.13,True,
September_2015_Malawi_National_Health_Information_System_Policy.pdf,True,0.95,"This is an official policy document produced and endorsed by the Malawi Ministry of Health (includes ministerial foreword, Secretary for Health endorsement, ministry letterhead and task force list). It is an authoritative government health source addressing national HIS governance.",True,0.95,"This is a national policy (Malawi National Health Information System Policy) that sets principles, objectives, roles, and governance for the health information system—matching the GHPL definition of a POLICY document.",True,Malawi National Health Information System Policy,Policy,,Ministry,2015,Malawi,English,National,0.957,0.875,155.33,True,
61b2175d5449d01cbe0ce933.pdf,False,0.9,"El documento fue publicado por la Organización Panamericana de la Salud (OPS)/Oficina regional de la OMS en colaboración con St. Jude y otras entidades. Aunque es de una fuente sanitaria autorizada a nivel internacional (OPS/OMS), según las reglas proporcionadas por usted los documentos de agencias de la ONU/OMS deben clasificarse como FALSE (no provenientes de ministerios/gobiernos nacionales u otras autoridades nacionales). Por ello se marca como no procedente de la categoría requerida.",False,0.9,"Se trata de un módulo informativo/educativo para familias sobre espiritualidad en cuidados paliativos pediátricos (folleto/guía para pacientes/cuidadores). No contiene lenguaje normativo, metas estratégicas, medidas legales, planes de implementación con responsabilidades o recomendaciones clínicas sistematizadas basadas en revisión de evidencia, por lo que no encaja en Policy, Law, National Health Strategy, National Control Plan, Action Plan ni Guideline.",False,,,,,,,,,,,41.75,True,
Hus20-21.pdf,True,0.95,"This is an official publication of the U.S. Department of Health and Human Services / Centers for Disease Control and Prevention (National Center for Health Statistics). It is a congressionally mandated annual statistical report (Health, United States) that compiles national health data from federal sources (NVSS, NHIS, CMS, etc.), with government logos, DOI, and formal citations.",False,0.95,"The document is a data-driven annual statistical report/overview (Trend Tables, technical notes, references). It does not present a formal policy statement, law, national health strategy, disease control plan, implementation/action plan, or evidence-based clinical guideline. It is informational/statistical rather than any of the six GHPL document types.",False,,,,,,,,,,,23.75,True,
Revised_COVID-19_NMC-Case-Def_5-April-2020.pdf,True,0.95,"The document is published by the National Institute for Communicable Diseases (NICD) / National Health Laboratory Service — a national public health institute in South Africa. It contains official surveillance and notification instructions for COVID-19 (case definitions, reporting requirements), indicating an authoritative health-source origin.",True,0.95,"This is a public health guideline: it provides formal case definitions and notification guidance for surveillance and clinical/public-health practice (PUI definition, probable/confirmed case criteria, reporting timelines). It is not a law, policy/strategy, control plan, or operational action plan, but a guidance document for practice.",True,Notifiable Medical Conditions (NMC) Case Definitions — Coronavirus Disease-2019 (COVID-19),Health Guideline,,Agency,2020,South Africa,English,National,0.883,0.875,96.54,True,
9789241505185_eng.pdf,False,0.95,"This document is published by the WHO Framework Convention on Tobacco Control Convention Secretariat (World Health Organization). Per the criteria you provided, WHO/UN agencies are classified as FALSE for the “authoritative health source” question (you specified TRUE only for national governments, ministries, national public health institutes, or professional medical societies).",True,0.98,"The content is a formal set of implementation recommendations titled “Guidelines for implementation” covering multiple FCTC Articles, containing evidence-based recommendations, actions, monitoring and evaluation guidance for Parties. This matches the GHPL definition of a GUIDELINE (not a law, national strategy, or action plan).",False,,,,,,,,,,,19.68,True,
Integrated20chronic20disease20management20manual202014.pdf,True,0.95,"This is an official publication of the Republic of South Africa Department of Health (department name, logos and contact details appear, and text refers to National Department of Health initiatives). It was developed to support provincial/district/facility managers and funded/partnered with PEPFAR/USAID, indicating it is an authoritative health-sector document from a national health authority.",True,0.85,"The document is an operational, implementation-focused manual (‘A step-by-step guide to implementation’) containing facility-level implementation steps, templates, monitoring tools, checklists and action-planning templates to operationalise the Integrated Chronic Disease Management (ICDM) model. That purpose and content best fit the GHPL category: Action Plan (implementation/operational plan) rather than a law, high-level national strategy, or a formal evidence-review clinical guideline.",True,Integrated Chronic Disease Management: A Step-by-Step Manual to Guide Implementation,Health Guideline,Non-Communicable Disease,Ministry,2014,South Africa,English,National,0.86,1.0,102.21,True,
Journeys-a4-posters.pdf,False,0.9,"This document is from the New Zealand Heart Foundation (heartfoundation.org.nz), a non-governmental health charity providing patient stories and public education. It is not a government ministry, national public health institute, official health authority, or professional regulatory body issuing formal policy or standards.",False,0.95,"The content is a patient-facing brochure/advertisement sharing personal journeys and contact information. It is educational/awareness material (testimonials), not a policy, law, national strategy, national control plan, action plan, or evidence-based clinical/public-health guideline.",False,,,,,,,,,,,33.04,True,
MMC20Demand20Generation20Strategy20FINAL.pdf,True,0.95,"The document is issued by the South African National Department of Health (NDoH) (title page, NDoH contact details, government seal/logo, and ministerial/programmatic structure). It is an official national-level health programme document (2018) providing guidance, targets and governance for medical male circumcision demand generation, and thus originates from an authoritative government health source.",True,0.9,"This is a national-level, disease/program-specific strategic document that sets goals, targets (2.5 million procedures by 2022), implementation guidance (theory of change, targeting, communication methods), governance and costing for scaling up a public-health intervention (MMC). It therefore fits the 'National Control Plan' category (strategic plan for control/scale-up of a specific health intervention).",True,South African National Medical Male Circumcision Demand Generation Strategy,National Control Plan,,Ministry,2018,South Africa,English,National,0.909,0.875,125.44,True,
Brunson_cv.pdf,False,0.95,"This document is an individual academic CV/resume (Fatima Brunson) listing education, publications, grants, research, and teaching appointments affiliated with universities and organizations. It is not produced by a government health authority, ministry, national public health institute, WHO/UN agency, or professional medical society that issues official policy or standards.",False,0.95,"The content and structure are a curriculum vitae/resume and research record, not a policy, law, national health strategy, national control plan, action plan, or evidence-based clinical/public health guideline. It lacks official seals, approval statements, implementation timelines, legal language, or prescribed interventions and responsibilities associated with GHPL categories.",False,,,,,,,,,,,29.33,True,
2016-MAF-strategy-and-operational-plan-24-April-2016-for-MAF-SC-2nd-Draft-26042016.pdf,True,0.95,"This document was prepared and issued by the Ghana Ministry of Health (MoH) / MoH PPME Directorate with ministerial foreword, official logos and references to the Ghana Health Service and national steering structures. It is an official government health-sector document and therefore an authoritative health source.",True,0.95,"The document is a 2016/17 Strategy and Operational Plan that contains detailed implementation steps, procurement lists, budgets, M&E, disbursement and reporting rules. These characteristics match the GHPL 'ACTION PLAN' category (operational/implementation plan).",True,Ghana MDG Acceleration Framework (MAF) 2016/17 Strategy and Operational Plan,Action Plan,,Ministry,2016,Ghana,English,National,0.899,0.875,105.62,True,
Ghana-National-Drug-Policy-2nd-edition.pdf,True,0.95,"This is an official National Drug Policy published by the Republic of Ghana (Ministry of Health / Ghana National Drugs Programme). The document contains a ministerial preface/foreword, Ministry of Health authorship, ISBN and contact details, and is intended to guide national pharmaceutical sector actions — all indicators of an authoritative government health source.",True,0.95,"This document is a formal national policy (National Drug Policy) that defines goals, objectives and policy statements for the pharmaceutical sector at the national level. It matches the GHPL 'POLICY' category (policy framework / strategic policy document) rather than a law, guideline, action plan or control plan.",True,Ghana National Drug Policy (Second Edition),Policy,,Ministry,2004,Ghana,English,National,0.957,0.875,181.55,True,
A5_Welcome_Back_Campaign_070222_2-_FINAL_1.pdf,True,0.95,"This document is published by the National Department of Health, Republic of South Africa (government ministry), bears official logos and a ministerial-style foreword, and addresses national HIV programme planning and implementation — therefore it is an authoritative health source.",True,0.85,"The content is a national-level, disease-specific strategy/campaign for HIV re-engagement and retention that sets aims, strategic objectives, implementation approaches (patient-centred, CSS, HSS, SBCC), SOPs and M&E. This matches the GHPL definition of a National Control Plan (a strategic plan for controlling a specific health problem).",True,The South African National Welcome Back Campaign Strategy,National Control Plan,,Ministry,2021,South Africa,English,National,0.925,0.875,112.53,True,
Nvsr73-08.pdf,True,0.95,"This is an official mortality report produced by the U.S. National Center for Health Statistics (NCHS), part of the Centers for Disease Control and Prevention (CDC), a U.S. government public health agency. It is therefore from an authoritative government health source.",False,0.95,"The document is a statistical/data report (final deaths and mortality statistics for 2021). It provides surveillance results, rates, life expectancy and technical notes — not a policy statement, law, national health strategy, disease control plan, implementation/action plan, or clinical/public‑health guideline. Hence it does not fit any of the six GHPL categories.",False,,,,,,,,,,,26.78,True,
CRI.pdf,True,0.95,"Document is published by an authoritative government health agency (U.S. Department of Health and Human Services / Centers for Disease Control and Prevention), contains official contact numbers and CDC logos and references — therefore an authoritative health source.",False,0.9,"This is an informational brochure/fact sheet for physicians with clinical recommendations and case examples, not a formal, systematically developed clinical guideline, national strategy, law, or action/control plan. It lacks formal approval language, versioning, implementation timelines, and the structure of GHPL 'Guideline' documents, so it does not fit the 6 GHPL categories.",False,,,,,,,,,,,30.82,True,
Response-form-noise-and-soundscape-plan-for-wales.pdf,True,0.95,"This is an official Welsh Government consultation document (includes Welsh Government logo, reference number, contact details and consultation procedure). As a national government body, the Welsh Government qualifies as an authoritative government source.",True,0.92,"The document sets out a national-level strategy/policy on noise and soundscapes (goals, priorities, principles and expectations for public bodies for 2023-2028). This matches the GHPL 'POLICY' category (policy framework/strategic policy document) rather than law, clinical guideline, control plan, or a detailed implementation/action plan.",True,Noise and Soundscape Plan for Wales 2023-2028,Policy,,Ministry,2023,Wales,English,Regional,0.909,0.875,110.73,True,
6-Pages-GoodSalt-Brochure-2020_R1with-ss-logo.pdf,False,0.95,"This appears to be a commercial product brochure for 'GoodSalt' produced by IMI Lifestyle Products Pte Ltd (includes company contact details, retailer logos and promotional language). It is not published by a government agency, national public health institute, or official medical society and therefore is not an authoritative health policy source.",False,0.95,"The document is a marketing/educational brochure advertising a salt product and summarizing health claims. It does not contain formal policy, legal text, a national strategy, control plan, action plan, or systematically developed clinical/public‑health guidelines, so it does not fit any of the six GHPL categories.",False,,,,,,,,,,,24.24,True,
22_0208.pdf,True,0.92,"This is a peer-reviewed essay published in the CDC journal Preventing Chronic Disease with authors affiliated with the Indian Council of Medical Research – National Institute of Epidemiology (a national public health institute) and the US Centers for Disease Control and Prevention. It appears on an official government public‑health platform, so it originates from authoritative health organizations.",False,0.93,"The document is an academic/technical essay describing development and implementation of an NCD-focused training track (FETP‑NCD). It does not present an official policy, law, national strategy, national control plan, implementation/action plan, or formal clinical/public‑health guideline: it lacks formal approval language, binding authority, defined national targets or timelines, and prescriptive recommendations characteristic of GHPL categories.",False,,,,,,,,,,,88.23,True,
E20890v180EA0I00Box385346B00PUBLIC0.pdf,False,0.95,"This is an Initial Environment Assessment Report (IEAR) produced by the Environment and Social Management Department of POWERGRID Corporation of India Ltd (a government-owned power transmission enterprise). The content covers HVDC transmission project description, baseline environmental data and route alignment — it is an energy/infrastructure environmental assessment, not a document from a health authority or addressing public health policy.",False,0.95,"The document is an environmental assessment / project technical report (IEAR/ESIA) for a power transmission project. It does not present a national health policy, law, national health strategy, disease control plan, implementation action plan for health, or clinical/public health guideline, so it does not fit any of the six GHPL categories.",False,,,,,,,,,,,99.62,True,
Acsbr-012.pdf,True,0.95,"This is a U.S. Census Bureau publication (American Community Survey brief) — a U.S. government statistical agency product. Government agencies are included in the definition of authoritative sources for this question, so this counts as an authoritative government source reporting on health-related statistics.",False,0.95,"The document is a data brief/statistical report (ACS brief) presenting survey estimates and tables about health insurance coverage by race and Hispanic origin. It does not contain policy statements, laws, a national strategy, control plan, action plan, or evidence-based clinical/public-health guidelines, so it does not fit any of the six GHPL categories.",False,,,,,,,,,,,26.97,True,
Cancer_control_programme.pdf,True,0.95,"Document is an official regional government health publication (Ministerial foreword by the Minister for Health, references to DHSSPS, Northern Ireland Cancer Network, and formal steering/project groups). It sets out a government-commissioned Regional Cancer Framework and Cancer Control Programme.",True,0.95,"This is a disease-specific, government cancer control programme setting strategic goals, recommendations, timelines and an implementation/action orientation for cancer services in Northern Ireland — matching the GHPL definition of a National Control Plan (Cancer Control Programme).",True,Regional Cancer Framework: A Cancer Control Programme for Northern Ireland,National Control Plan,Cancer,Ministry,2006,Northern Ireland,English,Regional,0.895,1.0,99.85,True,
Mm7042a4-H.pdf,True,0.97,"This document is published in MMWR by the U.S. Department of Health and Human Services / CDC, a national public health agency (authoritative government source). It is an official epidemiologic report on sodium intake trends authored by CDC staff.",False,0.95,"The content is an observational/data report and analysis (surveillance/research brief) presenting NHANES results and public health implications. It does not set policy, create law, provide a national strategy/control plan, present an implementation action plan, or constitute formal clinical/public-health guidelines.",False,,,,,,,,,,,16.87,True,
PREGN_Guidelines-Pregnancy-FT.pdf,True,0.98,"This document is an official clinical guidance produced and endorsed by the European Society of Cardiology (ESC) — a major professional medical society — with endorsement from other professional societies and published in the European Heart Journal. It represents an authoritative, evidence‑based position intended to guide clinical practice.",True,0.99,"The content, structure and purpose match a clinical practice guideline: systematic evidence review, graded recommendations (classes/levels), detailed management recommendations for cardiovascular diseases in pregnancy. This corresponds to the GHPL 'GUIDELINE' category.",True,ESC Guidelines on the Management of Cardiovascular Diseases During Pregnancy,Health Guideline,Cardiovascular Health,Society,2011,,English,International,0.957,0.875,112.3,True,
101576-WP-Box393261B-PUBLIC-2002-06-11-JDW-Social-Equality-Social-Justice-and-Poverty-Reduction_1.pdf,False,0.95,"This is a public speech/remarks by James D. Wolfensohn, then-President of the World Bank (an international financial institution). The World Bank is not one of the authoritative health sources listed (government health agencies, national public health institutes, ministries, or professional medical societies), and the content is not an official health policy from a health authority.",False,0.95,"The text is a speech/meeting remark and does not contain the features of any GHPL category: it is not a formal policy, law, national health strategy, disease control plan, implementation/action plan, or evidence-based clinical/public-health guideline. It lacks formal approvals, dates, structured implementation details, legal force, or systematic evidence-based recommendations.",False,,,,,,,,,,,41.43,True,
5e148832db60a2044c2d1e04.pdf,True,0.95,"The document is produced by the World Health Organization in collaboration with the United Kingdom Health Protection Agency. The UK Health Protection Agency is a government public health authority (an authoritative source), so the document should be considered from an authoritative health source despite WHO co-authorship.",False,0.9,"This is an informational fact sheet on non-communicable diseases and disaster risk management. It lacks the defining features of the six GHPL categories (no formal policy framework, legal instrument, national strategy/control plan, implementation/action plan, or systematically developed clinical/public-health guideline). It is educational/reference material rather than an official policy/plan/guideline.",False,,,,,,,,,,,35.65,True,
Ohca-2021-eqia-publication-draft.pdf,True,0.95,"Document is produced by the Scottish Government (Health and Social Care Directorate / Clinical Priorities Unit) and carries official branding and references to the national Out of Hospital Cardiac Arrest (OHCA) Strategy 2021–2026. It addresses national health policy aims, targets and partners, so it is from an authoritative health source.",False,0.85,"This file is an Equality Impact Assessment (EQIA) results document about the OHCA Strategy rather than the primary policy/strategy/control plan itself. Although it summarizes strategy aims and targets, it is principally an assessment/evaluation document and does not constitute a standalone POLICY, NATIONAL CONTROL PLAN, ACTION PLAN, GUIDELINE, LAW or NATIONAL HEALTH STRATEGY as defined by the GHPL glossary.",False,,,,,,,,,,,47.65,True,
20170501-National-Strategic-Plan-Prevention-NCDs-2017-2021_1.pdf,True,0.98,"This is an official publication of the Ministry of Health, Government of Trinidad and Tobago (includes Ministry crest/logo and a ministerial foreword). It is an authoritative government health document setting national-level directions for non-communicable disease (NCD) prevention and control.",True,0.95,"The document is a national, disease-specific strategic plan with goals, targets, priority areas, implementation/monitoring sections, budgetary considerations and appendices — matching the GHPL definition of a National Control Plan (strategic plan for prevention and control of a specific health problem: NCDs).",True,National Strategic Plan for the Prevention and Control of Non-Communicable Diseases: Trinidad and Tobago 2017-2021,National Control Plan,Non-Communicable Disease,Ministry,2017,Trinidad and Tobago,English,National,0.945,1.0,132.78,True,
Integrated_Maternal_and_Perinatal_Care_Guideline_23_10_2024_0.pdf,True,0.95,"This is an official publication of the Republic of South Africa National Department of Health (National Integrated Maternal and Perinatal Care Guidelines, Fifth Edition 2024). It includes an official foreword by the Director-General, government logos, contact details for the Department of Health, and was developed with national committees and WHO/UNICEF input — all indicating an authoritative government health source.",True,0.95,"The content is an evidence-based clinical guidance document for maternal and newborn care (antenatal, intrapartum, postnatal, clinical management, annexures and protocols). This matches the GHPL definition of a GUIDELINE (clinical practice guideline / standard treatment guideline).",True,National Integrated Maternal and Perinatal Care Guidelines for South Africa,Health Guideline,,Ministry,2024,South Africa,English,National,0.952,0.875,124.2,True,
Breakfast-ideas-a4-niue.pdf,False,0.9,"This is a public-facing nutrition/healthy-eating poster produced by the Heart Foundation (and Pacific Heartbeat) — a non-governmental health charity/initiative. It is not from a government ministry, national public health institute, or an official regulatory body; it appears to be an education resource from an NGO.",False,0.95,"The document is an educational brochure/poster promoting healthy breakfast choices (patient/public education material). It does not contain formal policy, law, national strategy, control plan, action plan, or systematic evidence-based clinical guidelines, so it does not fit any of the six GHPL categories.",False,,,,,,,,,,,19.99,True,
CAN_B3_Multisectoral_Partnerships_to_Promote_Healthy_Living_and_Prevent_Chronic_Disease.pdf,True,0.98,"This document is published by the Public Health Agency of Canada (federal government public health authority). It is an official government web page describing a grant and contribution funding opportunity and program requirements, so it is from an authoritative national health source.",False,0.96,"The content is a funding opportunity / invitation to submit Letters of Intent (grant and contribution program details, eligibility, assessment criteria, application process). It does not present a policy framework, law, national health strategy/control plan, implementation action plan, or evidence-based clinical/public health guideline, so it does not fit any of the six GHPL categories.",False,,,,,,,,,,,28.76,True,
HIV-as-entry-for-continuum-of-care.pdf,True,0.95,Document is produced by the Eastern Cape Department of Health in partnership with UNICEF (authors list and provincial Department of Health logo present). It is therefore from an authoritative government health source (provincial health authority) and a major UN health partner.,False,0.9,"The content is a description of an implementation pilot (’Implementation at 3 Feet’) with indicators, bottleneck analysis, lessons learned and next steps — essentially a program/pilot report or conference poster. It does not present a formal policy, law, national health strategy, national control plan, a detailed action/implementation plan with timelines/responsibilities/resources, nor a systematically developed clinical/public-health guideline. Therefore it does not fit any of the six GHPL categories.",False,,,,,,,,,,,31.47,True,
